,whole_name,sex,ioc,id,hand,best_rank,best_rank_points,best_of_3_match,best_of_5_match,best_of_3_wins,best_of_5_wins,m_16,w_16,m_17,w_17,m_18,w_18,m_19,w_19,m_20,w_20,m_21,w_21,w_tourney,tot_minutes,height,birthdate,sv1st,sv1st_win,sv2nd_win,df,ace,bpS,wmatch,lmatch,nmatch,w_surface_Hard,w_surface_Clay,w_surface_Grass,w_surface_Carpet,w_surface_unknown,l_surface_Hard,l_surface_Clay,l_surface_Grass,l_surface_Carpet,l_surface_unknown,n_tourney
7194,Esther Thebault,F,FRA,216246.0,U,0,0,2,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,161.33797205646175,173.36,unknown,0,0,0,0,0.0,0.0,0,2,2,0,0,0,0,0,0,2,0,0,0,2
7195,Karla De La Luz Montalvo,F,MEX,216339.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,44.11234972575607,173.77,unknown,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7196,Sophia Edwards,F,USA,215823.0,U,0,0,2,0,0,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,106.60484517057716,173.18,unknown,0,0,0,0,0.0,0.0,0,2,2,0,0,0,0,0,0,2,0,0,0,2
7197,Heidi El Tabakh,F,CAN,201577.0,R,369,379,3,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,204.25278688295114,172.75,unknown,46,17,18,5,0.0,5.0,0,3,3,0,0,0,0,0,1,2,0,0,0,3
7198,Blair Shankle,F,USA,211176.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,66.1685245886341,173.18,unknown,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7199,Nina Marjanovic,F,SRB,215147.0,R,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,51.464408013382084,176.25,unknown,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7200,Jana Lazarevic,F,SRB,215487.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,51.464408013382084,176.25,unknown,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7201,Bojana Vuksan,F,SRB,216086.0,R,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,51.464408013382084,176.25,unknown,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7202,Angela Charles Alfred,F,MRN,214249.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,69.84455373244711,173.77,unknown,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7203,Melan Butler,F,USA,215770.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,44.11234972575607,173.18,unknown,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7204,Kaitlin Ray,F,USA,211115.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,80.87264116388613,173.18,unknown,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7205,Marija Venta,F,SLO,216234.0,R,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,51.464408013382084,173.33,unknown,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7206,Tuana Oz,F,TUR,215880.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,44.11234972575607,172.0,unknown,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7207,Ellyse Hamlin,F,USA,216583.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,49.0,173.18,unknown,22,12,3,8,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7208,Mireille Moreau,F,CAN,216584.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,41.0,172.75,unknown,23,13,2,7,0.0,5.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7209,Melissa Lord,F,USA,216581.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,69.0,173.18,unknown,43,19,11,7,1.0,4.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7210,Caroline Lampl,F,USA,214560.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,40.0,173.18,unknown,18,8,3,6,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7211,Tiffany Lagarde,F,CAN,216582.0,U,0,0,2,0,0,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,141.8445537324471,172.75,unknown,32,16,5,3,0.0,1.0,0,2,2,0,0,0,0,0,2,0,0,0,0,2
7212,Olla Mourad,F,QAT,214348.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,37.0,173.77,unknown,11,3,4,2,0.0,2.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7213,Zaineb El Houari,F,MAR,213633.0,R,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.0,173.77,unknown,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7214,Hanna Levina,F,INA,216585.0,R,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,38.0,173.77,unknown,17,7,4,6,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7215,Rosie Cheng,F,NZL,215014.0,R,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,81.0,174.0,unknown,44,30,22,3,6.0,2.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7216,Wei Tang,F,TPE,215317.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,55.0,168.0,unknown,36,18,9,6,1.0,11.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7217,Raluca Olaru,F,ROU,201494.0,R,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,118.0,173.0,unknown,46,26,16,10,0.0,11.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7218,Mayez Jupiter Elrich,M,AUS,200528.0,R,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,45.0,187.08,unknown,22,10,7,4,0.0,4.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7219,Blade Fong,M,AUS,121705.0,U,2085,2085,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,54.0,187.08,unknown,32,14,13,2,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7220,Pamela Lopez Cervantes,F,MEX,216578.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,39.0,173.77,unknown,24,6,3,4,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7221,Andres Zepeda,M,MEX,126439.0,U,0,0,3,0,0,0,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,169.0,183.33,unknown,86,49,19,9,5.0,10.0,0,3,3,0,0,0,0,0,3,0,0,0,0,3
7222,Georgi Rumenov Payakov,M,ESP,105443.0,U,479,479,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,52.0,182.65,unknown,28,16,7,3,0.0,2.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7223,Eric Butorac,M,USA,103780.0,L,0,0,2,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,108.0,190.0,unknown,63,45,16,6,12.0,1.0,0,2,2,0,0,0,0,0,2,0,0,0,0,2
7224,Nikita Girey Demir,M,USA,206863.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,38.0,186.77,unknown,15,9,3,10,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7225,Scott Lipsky,M,USA,103822.0,R,0,0,3,0,0,0,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,142.0,185.0,unknown,96,54,26,13,5.0,9.0,0,3,3,0,0,0,0,0,3,0,0,0,0,3
7226,Leon Vessels,M,USA,206862.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,37.0,186.77,unknown,20,8,2,9,1.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7227,Franco Roncadelli,M,URU,208364.0,L,1799,1799,4,0,0,0,-1,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,0,243.0,180.0,unknown,140,71,23,7,2.0,9.0,0,4,4,0,0,0,0,0,2,2,0,0,0,4
7228,Rashed Nawaf,M,QAT,209327.0,R,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,49.0,185.76,unknown,40,17,6,1,1.0,7.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7229,Kiranpal Pannu,M,NZL,208485.0,R,1250,1250,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,62.0,183.0,unknown,32,24,10,5,2.0,5.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7230,Brian Shi,M,USA,208108.0,R,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,79.0,186.77,unknown,38,22,14,2,5.0,4.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7231,Pedro Boscardin Dias,M,BRA,208046.0,U,0,0,3,0,0,0,-1,-1,-1,-1,-1,-1,1,-1,2,-1,-1,-1,0,261.0,184.54,unknown,97,61,35,14,9.0,15.0,0,3,3,0,0,0,0,0,0,3,0,0,0,3
7232,Kim Clijsters,F,BEL,200079.0,R,0,0,3,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,0,288.0,175.0,unknown,164,102,35,20,16.0,21.0,0,3,3,0,0,0,0,0,3,0,0,0,0,3
7233,Oscar Moraing,M,GER,207616.0,U,1345,1345,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,101.0,187.44,unknown,58,35,20,3,3.0,10.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7234,Bruno Soares,M,BRA,103946.0,R,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,66.0,180.0,unknown,20,15,19,5,1.0,2.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7235,Daniil Ostapenkov,M,BLR,209867.0,R,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,46.0,194.5,unknown,20,11,4,5,0.0,5.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7236,Hasan Ibrahim,M,GER,133979.0,R,1507,1507,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,137.0,187.44,unknown,82,60,18,2,1.0,7.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7237,Julius Tverijonas,M,LTU,108772.0,R,791,1577,2,1,0,0,-1,-1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,0,242.0,179.0,unknown,116,71,37,7,5.0,13.0,0,3,3,0,0,0,0,0,1,2,0,0,0,3
7238,Kaipo Marshall,M,BAR,209868.0,R,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,54.0,185.76,unknown,20,9,9,4,1.0,2.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7239,Julian Saborio,M,CRC,145016.0,U,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,66.1685245886341,185.76,unknown,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7240,Jesse Flores,M,CAN,132374.0,R,1146,1146,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,0,183.8014571906503,188.57,unknown,0,0,0,0,0.0,0.0,0,2,2,0,0,0,0,0,2,0,0,0,0,2
7241,Rodrigo Crespo Piedra,M,CRC,209869.0,R,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,66.1685245886341,185.76,unknown,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7242,Rowland Phillips,M,JAM,202120.0,R,1566,1566,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,150.71719489633324,185.76,unknown,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7243,Zura Tkemaladze,M,GEO,206600.0,R,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,106.60484517057716,185.0,unknown,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7244,Nikoloz Davlianidze,M,GEO,202246.0,R,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,95.16944746782765,185.0,unknown,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7245,Sheil Kotecha,M,KEN,207401.0,R,1385,1385,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,55.14043715719509,185.76,unknown,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7246,Ismael Changawa Ruwa Mzai,M,KEN,208043.0,L,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,66.1685245886341,185.76,unknown,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7247,Kevin Cheruiyot,M,KEN,245138.0,R,1752,1752,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,66.1685245886341,185.76,unknown,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7248,Karlis Ozolins,M,LAT,245140.0,R,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,165.42131147158526,190.0,unknown,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7249,Amr Elsayed Abdou Ahmed Mohamed,M,EGY,209871.0,U,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,117.63293260201618,183.0,unknown,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7250,Phuong Van Nguyen,M,VIE,202300.0,R,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,62.492495444821095,185.76,unknown,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7251,Linh Giang Trinh,M,VIE,144775.0,U,1299,1299,3,0,0,0,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,0,259.16944746782764,185.76,unknown,67,36,22,8,2.0,6.0,0,3,3,0,0,0,0,0,2,1,0,0,0,3
7252,Thehan Sanjaya Wijemanne,M,SRI,209872.0,L,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,51.464408013382084,185.76,unknown,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7253,Eric Jr Olivarez,M,PHI,209873.0,R,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,80.87264116388613,178.0,unknown,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7254,Ching Lam,M,HKG,205695.0,R,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,55.14043715719509,185.76,unknown,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7255,Amer Naow,M,SYR,200181.0,R,0,0,2,0,0,0,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,123.1685245886341,185.76,unknown,26,13,6,2,0.0,1.0,0,2,2,0,0,0,0,0,1,1,0,0,0,2
7256,Umut Akkoyun,M,TUR,200636.0,U,2005,2005,3,0,0,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,232.40823315050403,190.0,unknown,126,77,31,13,8.0,14.0,0,3,3,0,0,0,0,0,3,0,0,0,0,3
7257,Li Tu,M,AUS,111454.0,R,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,0,240.0,187.08,unknown,119,87,47,5,31.0,4.0,0,2,2,0,0,0,0,0,2,0,0,0,0,2
7258,Fermin Tenti,M,ARG,202275.0,U,580,1860,4,0,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,3,-1,0,327.7733697592113,184.5,unknown,157,85,37,12,3.0,19.0,0,4,4,0,0,0,0,0,1,3,0,0,0,4
7259,Guido Ivan Justo,M,ARG,207815.0,U,701,705,3,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,0,272.0261566421624,184.5,unknown,126,57,34,2,2.0,6.0,0,3,3,0,0,0,0,0,1,2,0,0,0,3
7260,Shaheed Alam,M,SGP,207180.0,R,1816,1816,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,58.81646630100809,185.76,unknown,44,20,6,2,0.0,6.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7261,Roy Hobbs,M,SIN,122207.0,U,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,51.464408013382084,185.76,unknown,37,18,6,3,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7262,Luca Van Assche,M,FRA,209414.0,R,1211,1410,3,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,0,242.0,186.96,unknown,92,51,44,7,3.0,15.0,0,3,3,0,0,0,0,0,2,1,0,0,0,3
7263,Marcelo Melo,M,BRA,104249.0,R,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,74.0,203.0,unknown,42,20,14,4,2.0,7.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7264,Daniel Antonio Nunez,M,CHI,208411.0,U,1177,1187,3,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,0,326.12542804683727,185.0,unknown,119,83,38,9,11.0,15.0,0,3,3,0,0,0,0,0,0,3,0,0,0,3
7265,Omar Awadhy,M,UAE,103914.0,R,0,0,2,0,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,104.11234972575608,185.76,unknown,60,27,11,4,0.0,3.0,0,2,2,0,0,0,0,0,2,0,0,0,0,2
7266,Abdulrahman Al Janahi,M,UAE,138304.0,R,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,55.14043715719509,185.76,unknown,39,13,11,1,1.0,7.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7267,Toby Alex Kodat,M,USA,208931.0,R,684,1222,7,0,0,0,-1,-1,-1,-1,-1,-1,1,-1,1,-1,5,-1,0,512.0,178.0,unknown,235,141,68,24,21.0,33.0,0,7,7,0,0,0,0,0,3,4,0,0,0,7
7268,Juncheng Shang,M,CHN,209992.0,U,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,143.0,183.67,unknown,58,36,18,0,1.0,6.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7269,Leo Borg,M,SWE,209863.0,R,2099,2135,8,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,6,-1,0,466.0,183.0,unknown,207,122,51,29,8.0,25.0,0,8,8,0,0,0,0,0,2,6,0,0,0,8
7270,Hanwen Li,M,CHN,209918.0,R,1075,1075,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,54.0,180.0,unknown,24,12,5,3,1.0,4.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7271,Marko Topo,M,SRB,209916.0,U,1505,1512,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,0,245.0,186.8,unknown,89,55,32,8,6.0,9.0,0,2,2,0,0,0,0,0,0,2,0,0,0,2
7272,Timo Legout,M,FRA,209355.0,R,838,838,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,66.0,186.96,unknown,31,16,6,5,0.0,5.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7273,Lui Maxted,M,GBR,210085.0,U,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,0,130.0,183.43,unknown,85,54,20,6,8.0,15.0,0,2,2,0,0,0,0,0,0,0,2,0,0,2
7274,Marc Othman Ktiri,M,ESP,209404.0,U,1898,1898,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,98.0,182.65,unknown,52,35,19,3,4.0,7.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
7275,Daniel Rincon,M,ESP,209405.0,L,1190,1190,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,63.0,182.65,unknown,19,9,7,4,0.0,3.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
7276,William Jansen,M,GBR,210117.0,L,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,98.0,183.43,unknown,53,28,17,7,4.0,8.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
7277,Lewie Lane,M,GER,207431.0,R,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,64.0,187.44,unknown,30,18,7,5,3.0,4.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7278,Damien Wenger,M,SUI,245129.0,U,601,601,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,87.0,182.83,unknown,48,28,10,5,4.0,3.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7279,Samir Banerjee,M,USA,209079.0,R,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,84.0,186.77,unknown,39,32,11,3,6.0,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7280,Eduardo Nava,M,USA,124013.0,R,1009,1761,3,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,0,258.0,186.77,unknown,102,63,39,22,7.0,11.0,0,3,3,0,0,0,0,0,3,0,0,0,0,3
7281,Tim Hofmann,M,GER,206917.0,R,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,31.0,187.44,unknown,15,4,2,4,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7282,Leopold Zima,M,GER,202279.0,U,1314,1565,5,0,0,0,1,-1,-1,-1,1,-1,1,-1,2,-1,-1,-1,0,331.0,187.44,unknown,176,120,56,10,28.0,20.0,0,5,5,0,0,0,0,0,5,0,0,0,0,5
7283,Yan Sabanin,M,RUS,105478.0,U,606,943,6,0,0,0,5,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,511.0,187.27,unknown,241,176,108,37,55.0,33.0,0,6,6,0,0,0,0,0,6,0,0,0,0,6
7284,Shoma Kato,M,JPN,200644.0,R,1764,1764,2,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,139.0,176.29,unknown,87,47,15,4,2.0,8.0,0,2,2,0,0,0,0,0,2,0,0,0,0,2
7285,Masakatsu Noguchi,M,JPN,129354.0,U,0,0,2,0,0,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,119.0,176.29,unknown,77,54,21,4,7.0,6.0,0,2,2,0,0,0,0,0,2,0,0,0,0,2
7286,Konosuke Kiryu,M,JPN,128138.0,U,1781,1781,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,78.0,176.29,unknown,44,22,20,0,0.0,7.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7287,Takao Suzuki,M,JPN,102863.0,R,815,815,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,21.0,175.0,unknown,12,7,4,1,1.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7288,Masayoshi Ono,M,JPN,126568.0,U,1667,1984,4,0,0,0,2,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,0,385.0,176.29,unknown,211,147,58,10,34.0,29.0,0,4,4,0,0,0,0,0,4,0,0,0,0,4
7289,Yutaro Matsuzaki,M,JPN,122496.0,R,1895,1895,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,56.0,176.29,unknown,35,21,6,2,2.0,4.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7290,Tetsuro Habusawa,M,JPN,132423.0,U,1895,1895,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,52.0,176.29,unknown,35,15,13,3,0.0,9.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7291,Rodrigo Manzo Monsech,M,MEX,206825.0,R,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,55.0,183.33,unknown,29,16,7,8,0.0,8.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7292,Mauricio Resendiz Dominguez,M,MEX,122402.0,U,1305,1360,4,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,319.0,183.33,unknown,151,96,48,23,6.0,13.0,0,4,4,0,0,0,0,0,3,1,0,0,0,4
7293,David Koch Carrillo,M,MEX,126870.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,65.0,183.33,unknown,30,18,13,7,2.0,3.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7294,Jose Pablo Andres Gomez,M,MEX,206824.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,50.0,183.33,unknown,23,11,6,7,1.0,4.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7295,Ivar Jose Aramburu Contreras,M,MEX,122632.0,R,1514,2016,13,0,0,0,4,-1,6,-1,3,-1,-1,-1,-1,-1,-1,-1,0,855.0,183.33,unknown,452,240,88,44,4.0,33.0,0,13,13,0,0,0,0,0,7,6,0,0,0,13
7296,Pauli Partinen,M,FIN,126603.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,49.0,186.5,unknown,33,16,5,3,2.0,7.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
