,whole_name,sex,ioc,id,hand,best_rank,best_rank_points,best_of_3_match,best_of_5_match,best_of_3_wins(%),best_of_5_wins(%),num_win_bye,num_win_wo_ret,num_win_def,num_wo_ret,num_def,m_16,w_16,m_17,w_17,m_18,w_18,m_19,w_19,m_20,w_20,m_21,w_21,tot_minutes,height,birthdate,sv1st_win%,df%,ace_perc,bpS_perc
6896,Fanny Caramaro,F,FRA,214850.0,R,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51.464408013382084,173.36,unknown,-1.0,-1.0,-1.0,-1.0
6897,Myriam Gheziel,F,FRA,215856.0,U,0,0,7,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,382.30703095655264,173.36,unknown,-1.0,-1.0,-1.0,-1.0
6898,Zara Lennon,F,MRI,215355.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62.492495444821095,173.77,unknown,-1.0,-1.0,-1.0,-1.0
6899,Emily Dowdeswell Koti,F,GBR,216002.0,U,0,0,3,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,147.04116575252024,177.71,unknown,-1.0,-1.0,-1.0,-1.0
6900,Maeva Thiebaud,F,REU,216005.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,106.60484517057716,173.77,unknown,-1.0,-1.0,-1.0,-1.0
6901,Ida Alfredsson,F,SWE,210508.0,U,0,0,1,0,0,0,0,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.704116575252023,173.5,unknown,-1.0,-1.0,-1.0,-1.0
6902,Sandra Andriamarosoa,F,MAD,213980.0,R,999,1018,3,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,404.3632058194306,173.77,unknown,-1.0,-1.0,-1.0,-1.0
6903,Lola Benedetti,F,REU,216006.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44.11234972575607,173.77,unknown,-1.0,-1.0,-1.0,-1.0
6904,Emma Flood,F,NOR,205700.0,U,611,741,4,0,0,0,0,0,0,1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,305.1104189364795,173.77,unknown,-1.0,-1.0,-1.0,-1.0
6905,Savannah Sills,F,GBR,214411.0,R,1157,1157,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.1685245886341,177.71,unknown,-1.0,-1.0,-1.0,-1.0
6906,Aimee Gibson,F,GBR,206348.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55.14043715719509,177.71,unknown,-1.0,-1.0,-1.0,-1.0
6907,Jodie Annie Lawrence Taylor,F,GBR,216247.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62.492495444821095,177.71,unknown,-1.0,-1.0,-1.0,-1.0
6908,Natasha Hillyer,F,GBR,209074.0,R,0,0,5,0,0,0,0,0,0,0,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,341.87071037460953,177.71,unknown,-1.0,-1.0,-1.0,-1.0
6909,Mollie Crouch,F,GBR,214397.0,U,0,0,3,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,242.61792349165836,177.71,unknown,-1.0,-1.0,-1.0,-1.0
6910,Louise Holtum,F,GBR,214928.0,U,0,0,2,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,136.0130783210812,177.71,unknown,-1.0,-1.0,-1.0,-1.0
6911,Steph Booth,F,GBR,216379.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55.14043715719509,177.71,unknown,-1.0,-1.0,-1.0,-1.0
6912,Alisha Reayer,F,GBR,216380.0,U,0,0,6,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,443.9849058587527,177.71,unknown,-1.0,-1.0,-1.0,-1.0
6913,Ellie Rose Griffiths,F,GBR,214925.0,U,0,0,2,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205.8576320535283,177.71,unknown,-1.0,-1.0,-1.0,-1.0
6914,Sofia Epur,F,RUS,216182.0,R,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62.492495444821095,176.2,unknown,-1.0,-1.0,-1.0,-1.0
6915,Stefanie Vorih,F,GER,203543.0,R,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.1685245886341,176.5,unknown,-1.0,-1.0,-1.0,-1.0
6916,Linn Timmermann,F,GER,215606.0,R,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77.19661202007312,176.5,unknown,-1.0,-1.0,-1.0,-1.0
6917,Valeriia Bazhanova,F,UKR,216049.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55.14043715719509,173.75,unknown,-1.0,-1.0,-1.0,-1.0
6918,Janina Braun,F,GER,214748.0,U,0,0,2,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,121.30896174582918,176.5,unknown,-1.0,-1.0,-1.0,-1.0
6919,Barbora Kosejkova,F,CZE,215345.0,R,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55.14043715719509,175.79,unknown,-1.0,-1.0,-1.0,-1.0
6920,Jana Haid,F,AUT,216332.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124.98499088964219,165.0,unknown,-1.0,-1.0,-1.0,-1.0
6921,Milica Cubranovic,F,SRB,214656.0,U,0,0,8,0,0,0,0,0,0,0,0,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,584.488633866268,176.25,unknown,-1.0,-1.0,-1.0,-1.0
6922,Karis Ryan,F,AUS,206080.0,U,0,0,2,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,224.23777777259335,170.86,unknown,-1.0,-1.0,-1.0,-1.0
6923,Maria Kefala,F,GRE,216344.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.78837886956907,177.0,unknown,-1.0,-1.0,-1.0,-1.0
6924,Maria Marnellou,F,GRE,216345.0,R,0,0,6,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,4,-1,1,-1,-1,-1,286.7302732174144,177.0,unknown,-1.0,-1.0,-1.0,-1.0
6925,Shauna Heffernan,F,IRL,216374.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121.3089617458292,173.77,unknown,-1.0,-1.0,-1.0,-1.0
6926,Bettina Kuznini,F,CRO,216407.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44.11234972575607,180.0,unknown,-1.0,-1.0,-1.0,-1.0
6927,Lucie Kankova,F,CZE,215141.0,R,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.87264116388613,175.79,unknown,-1.0,-1.0,-1.0,-1.0
6928,Lili Fekete,F,HUN,215490.0,U,0,0,2,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,113.95690345820319,175.5,unknown,-1.0,-1.0,-1.0,-1.0
6929,Nora Szoke,F,HUN,215918.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.78837886956907,175.5,unknown,-1.0,-1.0,-1.0,-1.0
6930,Waka Kirihata,F,JPN,215213.0,U,0,0,2,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,143.36513660870722,165.6,unknown,-1.0,-1.0,-1.0,-1.0
6931,Pragati Solankar,F,IND,215731.0,U,0,0,4,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,2,-1,-1,-1,1,-1,202.1816029097153,173.77,unknown,-1.0,-1.0,-1.0,-1.0
6932,Aareyalee Amrutsinh Chavan,F,IND,215660.0,R,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88.22469945151214,173.77,unknown,-1.0,-1.0,-1.0,-1.0
6933,Anusha Kondaveeti,F,IND,215495.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55.14043715719509,173.77,unknown,-1.0,-1.0,-1.0,-1.0
6934,Malaika Alex Fernandes,F,IND,219841.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51.464408013382084,173.77,unknown,-1.0,-1.0,-1.0,-1.0
6935,Preethi Ujjini,F,IND,213610.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.1685245886341,173.77,unknown,-1.0,-1.0,-1.0,-1.0
6936,Saray Sterenbach,F,ISR,210636.0,R,713,713,1,0,0,0,0,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.028087431439017,170.0,unknown,-1.0,-1.0,-1.0,-1.0
6937,Mary Catherine Haffey,F,USA,215944.0,R,0,0,2,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,198.5055737659023,173.18,unknown,-1.0,-1.0,-1.0,-1.0
6938,Riva Hondiashvili,F,ISR,215979.0,R,0,0,3,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,165.42131147158526,170.0,unknown,-1.0,-1.0,-1.0,-1.0
6939,Sofia Shaykis,F,ISR,215980.0,U,0,0,2,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,128.6610200334552,170.0,unknown,-1.0,-1.0,-1.0,-1.0
6940,Amit Miran,F,ISR,216010.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.87264116388613,170.0,unknown,-1.0,-1.0,-1.0,-1.0
6941,Shir Bakshi,F,ISR,216012.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44.11234972575607,170.0,unknown,-1.0,-1.0,-1.0,-1.0
6942,Tal Zinn,F,ISR,216231.0,U,0,0,6,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,297.75836064885345,170.0,unknown,-1.0,-1.0,-1.0,-1.0
6943,Pamela Cohen,F,ISR,216232.0,U,0,0,2,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,183.8014571906503,170.0,unknown,-1.0,-1.0,-1.0,-1.0
6944,Alona Kruglov,F,ISR,214478.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58.81646630100809,170.0,unknown,-1.0,-1.0,-1.0,-1.0
6945,Gal Shemesh,F,ISR,215525.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62.492495444821095,170.0,unknown,-1.0,-1.0,-1.0,-1.0
6946,Shiraz Bronstein,F,ISR,216257.0,L,0,0,2,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88.22469945151214,170.0,unknown,-1.0,-1.0,-1.0,-1.0
6947,Liron Sasson,F,ISR,216258.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.78837886956907,170.0,unknown,-1.0,-1.0,-1.0,-1.0
6948,Lina Hohnhold,F,GER,213765.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62.492495444821095,176.5,unknown,-1.0,-1.0,-1.0,-1.0
6949,Imke Schluenzen,F,GER,215577.0,U,0,0,2,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,128.6610200334552,176.5,unknown,-1.0,-1.0,-1.0,-1.0
6950,Mirea Signorini,F,ITA,215901.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.78837886956907,166.83,unknown,-1.0,-1.0,-1.0,-1.0
6951,Alessandra Amodeo,F,ITA,215156.0,U,0,0,2,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91.90072859532515,166.83,unknown,-1.0,-1.0,-1.0,-1.0
6952,Sarah Stoerbrauck,F,ITA,213682.0,U,0,0,2,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88.22469945151214,166.83,unknown,-1.0,-1.0,-1.0,-1.0
6953,Deborah Cruciani,F,ITA,211811.0,U,1225,1229,2,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,187.4774863344633,166.83,unknown,-1.0,-1.0,-1.0,-1.0
6954,Diletta Alessandrelli,F,ITA,213699.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99.25278688295116,166.83,unknown,-1.0,-1.0,-1.0,-1.0
6955,Marta Bettinelli,F,ITA,216334.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77.19661202007312,166.83,unknown,-1.0,-1.0,-1.0,-1.0
6956,Giulia Ferrari,F,ITA,211744.0,R,0,0,2,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,110.28087431439016,166.83,unknown,-1.0,-1.0,-1.0,-1.0
6957,Lavinia Lancellotti,F,ITA,216341.0,U,0,0,3,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,194.82954462208932,166.83,unknown,-1.0,-1.0,-1.0,-1.0
6958,Federica Mordegan,F,ITA,214853.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121.3089617458292,166.83,unknown,-1.0,-1.0,-1.0,-1.0
6959,Barbara Huyskes,F,NED,216285.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51.464408013382084,177.25,unknown,-1.0,-1.0,-1.0,-1.0
6960,Greta Ceccomori,F,ITA,216382.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99.25278688295116,166.83,unknown,-1.0,-1.0,-1.0,-1.0
6961,Elisa Tassotti,F,ITA,209702.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44.11234972575607,166.83,unknown,-1.0,-1.0,-1.0,-1.0
6962,Sofia Bruno,F,ITA,216409.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55.14043715719509,166.83,unknown,-1.0,-1.0,-1.0,-1.0
6963,Alexandra Marina,F,ITA,215094.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.78837886956907,166.83,unknown,-1.0,-1.0,-1.0,-1.0
6964,Sophia Bursulaya,F,USA,214794.0,U,1246,1253,7,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,455.4203035615022,173.18,unknown,-1.0,-1.0,-1.0,-1.0
6965,Elena Di Battista,F,ITA,216411.0,U,0,0,8,0,0,0,0,0,0,1,0,1,-1,-1,-1,1,-1,6,-1,-1,-1,-1,-1,448.4755555451867,166.83,unknown,-1.0,-1.0,-1.0,-1.0
6966,Giuliana Liga,F,ITA,216413.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.1685245886341,166.83,unknown,-1.0,-1.0,-1.0,-1.0
6967,Giulia La Rocca,F,ITA,216414.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,150.71719489633324,166.83,unknown,-1.0,-1.0,-1.0,-1.0
6968,Serena Buonaccorso,F,ITA,216416.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58.81646630100809,166.83,unknown,-1.0,-1.0,-1.0,-1.0
6969,Karthiga Thavarajasingam,F,SRI,216417.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51.464408013382084,173.77,unknown,-1.0,-1.0,-1.0,-1.0
6970,Alice Di Matteo,F,ITA,216575.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.78837886956907,166.83,unknown,-1.0,-1.0,-1.0,-1.0
6971,Deborah Raia,F,ITA,216576.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44.11234972575607,166.83,unknown,-1.0,-1.0,-1.0,-1.0
6972,Ginevra Chiara,F,ITA,216577.0,R,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44.11234972575607,166.83,unknown,-1.0,-1.0,-1.0,-1.0
6973,Suzuka Furukawa,F,JPN,206021.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88.22469945151214,165.6,unknown,-1.0,-1.0,-1.0,-1.0
6974,Yuka Higuchi,F,JPN,202937.0,U,635,635,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,235.26586520403237,165.6,unknown,-1.0,-1.0,-1.0,-1.0
6975,Ayaka Santo,F,JPN,214316.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91.90072859532515,165.6,unknown,-1.0,-1.0,-1.0,-1.0
6976,Kanna Nishida,F,JPN,216161.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51.464408013382084,165.6,unknown,-1.0,-1.0,-1.0,-1.0
6977,Danel Ashirova,F,KAZ,215596.0,U,0,0,4,0,0,0,0,0,0,0,0,2,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,272.02615664216245,174.71,unknown,-1.0,-1.0,-1.0,-1.0
6978,Polina Malykh,F,RUS,215072.0,U,1085,1085,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62.492495444821095,176.2,unknown,-1.0,-1.0,-1.0,-1.0
6979,Anastassiya Sharapova,F,KAZ,215764.0,U,0,0,8,0,0,0,0,0,0,0,0,6,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,720.5017121873491,174.71,unknown,-1.0,-1.0,-1.0,-1.0
6980,Uljan Espolova,F,UZB,216244.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.78837886956907,173.77,unknown,-1.0,-1.0,-1.0,-1.0
6981,Seung Hee Han,F,KOR,216043.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.1685245886341,173.77,unknown,-1.0,-1.0,-1.0,-1.0
6982,Soyeon Park,F,KOR,215502.0,U,0,0,2,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,162.95690345820316,173.77,unknown,25.0,4.3478260869565215,2.17,50.0
6983,Ji Min Park,F,KOR,214680.0,U,0,0,3,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,202.1816029097153,173.77,unknown,-1.0,-1.0,-1.0,-1.0
6984,Brooke Winley,F,AUS,216077.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.1685245886341,170.86,unknown,-1.0,-1.0,-1.0,-1.0
6985,Ji Hee Lee,F,KOR,206397.0,U,1125,1131,3,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,283.05424407360147,173.77,unknown,-1.0,-1.0,-1.0,-1.0
6986,Ha Young Ji,F,KOR,204287.0,U,0,0,1,0,0,0,0,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25.732204006691042,173.77,unknown,-1.0,-1.0,-1.0,-1.0
6987,Sumin Kim,F,KOR,216214.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,95.57675773913815,173.77,unknown,-1.0,-1.0,-1.0,-1.0
6988,Sharon Pesch,F,LUX,214614.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58.81646630100809,180.0,unknown,-1.0,-1.0,-1.0,-1.0
6989,Tiffany Cornelius,F,LUX,202879.0,R,0,0,3,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,175.8164663010081,180.0,unknown,37.17948717948718,6.666666666666667,2.0,10.0
6990,Laura Correia,F,LUX,212903.0,R,0,0,3,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,170.1404371571951,180.0,unknown,41.02564102564103,5.363984674329502,4.6,35.71
6991,Lamiaa Aziz,F,MAR,216370.0,U,0,0,3,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,294.0823315050405,173.77,unknown,-1.0,-1.0,-1.0,-1.0
6992,Radia Lalami,F,MAR,214943.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51.464408013382084,173.77,unknown,-1.0,-1.0,-1.0,-1.0
6993,Mouna Idlkadi,F,MAR,215736.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44.11234972575607,173.77,unknown,-1.0,-1.0,-1.0,-1.0
6994,Anne Sophie Forget,F,FRA,216422.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58.81646630100809,173.36,unknown,-1.0,-1.0,-1.0,-1.0
6995,Ghita Benhadi,F,MAR,204429.0,U,0,0,2,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98.78837886956907,173.77,unknown,13.043478260869565,2.7777777777777777,-1.0,14.29
6996,Ecaterina Ivasco,F,MDA,216269.0,L,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.78837886956907,173.77,unknown,-1.0,-1.0,-1.0,-1.0
6997,Valentina Dancenco,F,MDA,215199.0,R,0,0,2,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,194.82954462208932,173.77,unknown,-1.0,-1.0,-1.0,-1.0
6998,Nadezhda Sedysheva,F,RUS,216272.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58.81646630100809,176.2,unknown,-1.0,-1.0,-1.0,-1.0
6999,Mariel Rosales Martinez,F,MEX,215837.0,R,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55.14043715719509,173.77,unknown,-1.0,-1.0,-1.0,-1.0
7000,Esthefhanie Darehly Juarez Rojo,F,MEX,211873.0,U,0,0,2,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88.22469945151214,173.77,unknown,-1.0,-1.0,-1.0,-1.0
7001,Imperia Martinez Mora,F,MEX,215841.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.84455373244711,173.77,unknown,-1.0,-1.0,-1.0,-1.0
7002,Maria Jose Hernandez Magro Quiroz,F,MEX,215842.0,U,0,0,3,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,176.44939890302427,173.77,unknown,-1.0,-1.0,-1.0,-1.0
7003,Carolina Betancourt,F,MEX,204360.0,R,937,962,2,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,106.60484517057716,173.77,unknown,-1.0,-1.0,-1.0,-1.0
7004,Claudia Cecilia Rosas Garcia,F,MEX,215843.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.1685245886341,173.77,unknown,-1.0,-1.0,-1.0,-1.0
7005,Erandi Xanat Martinez Hernandez,F,MEX,215358.0,U,0,0,2,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,110.28087431439016,173.77,unknown,-1.0,-1.0,-1.0,-1.0
7006,Samanta Villegas,F,MEX,215845.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51.464408013382084,173.77,unknown,-1.0,-1.0,-1.0,-1.0
7007,Regina Clark,F,MEX,206373.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.1685245886341,173.77,unknown,-1.0,-1.0,-1.0,-1.0
7008,Andrea Hernando Gutierrez,F,MEX,216305.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.84455373244711,173.77,unknown,-1.0,-1.0,-1.0,-1.0
7009,Zorayma Arreola,F,MEX,211052.0,U,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51.464408013382084,173.77,unknown,-1.0,-1.0,-1.0,-1.0
7010,Amanda Miguel Perez Franco,F,MEX,216309.0,R,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44.11234972575607,173.77,unknown,-1.0,-1.0,-1.0,-1.0
